,Show,Season,Rating
121,Friends,6,8.7
122,Friends,6,8.2
123,Friends,6,8.2
124,Friends,6,8.5
125,Friends,6,8.2
126,Friends,6,8.5
127,Friends,6,8.4
128,Friends,6,8.5
129,Friends,6,9.2
130,Friends,6,8.6
131,Friends,6,8.1
132,Friends,6,8.0
133,Friends,6,8.2
134,Friends,6,8.6
135,Friends,6,8.5
136,Friends,6,8.5
137,Friends,6,9.1
138,Friends,6,8.3
139,Friends,6,8.3
140,Friends,6,7.4
141,Friends,6,8.6
142,Friends,6,9.0
143,Friends,6,8.6
144,Friends,6,8.8
145,Friends,6,9.3
146,Friends,7,8.4
147,Friends,7,8.3
148,Friends,7,8.1
149,Friends,7,8.1
150,Friends,7,8.1
151,Friends,7,8.9
152,Friends,7,8.5
153,Friends,7,8.2
154,Friends,7,8.1
155,Friends,7,8.5
156,Friends,7,8.6
157,Friends,7,8.7
158,Friends,7,8.4
159,Friends,7,8.6
160,Friends,7,8.4
161,Friends,7,8.7
162,Friends,7,8.4
163,Friends,7,8.4
164,Friends,7,8.7
165,Friends,7,8.4
166,Friends,7,7.4
167,Friends,7,8.4
168,Friends,7,8.9
169,Friends,7,9.2
170,Friends,8,8.7
171,Friends,8,9.1
172,Friends,8,8.7
173,Friends,8,9.3
174,Friends,8,8.1
175,Friends,8,8.5
176,Friends,8,7.9
177,Friends,8,8.8
178,Friends,8,9.3
179,Friends,8,8.1
180,Friends,8,8.0
181,Friends,8,8.6
182,Friends,8,8.6
183,Friends,8,8.2
184,Friends,8,8.4
185,Friends,8,8.3
186,Friends,8,8.1
187,Friends,8,8.2
188,Friends,8,7.5
189,Friends,8,8.2
190,Friends,8,8.2
191,Friends,8,8.3
192,Friends,8,8.8
193,Friends,8,8.9
194,The Big Bang Theory,1,8.3
195,The Big Bang Theory,1,8.3
196,The Big Bang Theory,1,7.8
197,The Big Bang Theory,1,8.2
198,The Big Bang Theory,1,8.0
199,The Big Bang Theory,1,8.5
200,The Big Bang Theory,1,8.2
201,The Big Bang Theory,1,8.3
202,The Big Bang Theory,1,8.1
203,The Big Bang Theory,1,8.1
204,The Big Bang Theory,1,8.3
205,The Big Bang Theory,1,8.0
206,The Big Bang Theory,1,8.4
207,The Big Bang Theory,1,8.1
208,The Big Bang Theory,1,8.3
209,The Big Bang Theory,1,8.4
210,The Big Bang Theory,1,8.6
211,The Big Bang Theory,2,8.3
212,The Big Bang Theory,2,8.1
213,The Big Bang Theory,2,8.8
214,The Big Bang Theory,2,8.0
215,The Big Bang Theory,2,8.4
216,The Big Bang Theory,2,8.3
217,The Big Bang Theory,2,8.7
218,The Big Bang Theory,2,8.2
219,The Big Bang Theory,2,8.2
220,The Big Bang Theory,2,7.8
221,The Big Bang Theory,2,9.2
222,The Big Bang Theory,2,8.0
223,The Big Bang Theory,2,8.1
224,The Big Bang Theory,2,8.1
225,The Big Bang Theory,2,8.9
226,The Big Bang Theory,2,8.2
227,The Big Bang Theory,2,8.2
228,The Big Bang Theory,2,8.2
229,The Big Bang Theory,2,8.3
230,The Big Bang Theory,2,8.0
231,The Big Bang Theory,2,8.6
232,The Big Bang Theory,2,8.3
233,The Big Bang Theory,2,8.4
234,The Big Bang Theory,3,8.4
235,The Big Bang Theory,3,7.9
236,The Big Bang Theory,3,8.2
237,The Big Bang Theory,3,8.1
238,The Big Bang Theory,3,8.4
239,The Big Bang Theory,3,7.6
240,The Big Bang Theory,3,7.9
241,The Big Bang Theory,3,9.0
242,The Big Bang Theory,3,8.4
243,The Big Bang Theory,3,8.6
244,The Big Bang Theory,3,8.4
245,The Big Bang Theory,3,8.4
246,The Big Bang Theory,3,8.1
247,The Big Bang Theory,3,8.5
248,The Big Bang Theory,3,8.1
249,The Big Bang Theory,3,8.4
250,The Big Bang Theory,3,8.5
251,The Big Bang Theory,3,8.5
252,The Big Bang Theory,3,8.0
253,The Big Bang Theory,3,8.2
254,The Big Bang Theory,3,8.2
255,The Big Bang Theory,3,9.1
256,The Big Bang Theory,3,8.7
257,The Big Bang Theory,4,8.8
258,The Big Bang Theory,4,8.5
259,The Big Bang Theory,4,8.1
260,The Big Bang Theory,4,8.1
261,The Big Bang Theory,4,7.8
262,The Big Bang Theory,4,8.1
263,The Big Bang Theory,4,8.1
264,The Big Bang Theory,4,8.2
265,The Big Bang Theory,4,8.5
266,The Big Bang Theory,4,7.8
267,The Big Bang Theory,4,8.7
268,The Big Bang Theory,4,7.7
269,The Big Bang Theory,4,8.3
270,The Big Bang Theory,4,7.9
271,The Big Bang Theory,4,7.8
272,The Big Bang Theory,4,8.0
273,The Big Bang Theory,4,8.0
274,The Big Bang Theory,4,8.2
275,The Big Bang Theory,4,8.1
276,The Big Bang Theory,4,8.3
277,The Big Bang Theory,4,8.3
278,The Big Bang Theory,4,7.9
279,The Big Bang Theory,4,8.1
280,The Big Bang Theory,4,8.6
281,The Big Bang Theory,5,8.1
282,The Big Bang Theory,5,8.1
283,The Big Bang Theory,5,7.8
284,The Big Bang Theory,5,8.0
285,The Big Bang Theory,5,8.1
286,The Big Bang Theory,5,7.7
287,The Big Bang Theory,5,8.6
288,The Big Bang Theory,5,7.7
289,The Big Bang Theory,5,8.2
290,The Big Bang Theory,5,8.0
291,The Big Bang Theory,5,7.4
292,The Big Bang Theory,5,7.7
293,The Big Bang Theory,5,8.2
294,The Big Bang Theory,5,8.3
295,The Big Bang Theory,5,7.8
296,The Big Bang Theory,5,7.7
297,The Big Bang Theory,5,7.9
298,The Big Bang Theory,5,8.3
299,The Big Bang Theory,5,8.2
300,The Big Bang Theory,5,8.2
301,The Big Bang Theory,5,8.6
302,The Big Bang Theory,5,7.8
303,The Big Bang Theory,5,8.2
304,The Big Bang Theory,5,8.6
305,The Big Bang Theory,6,7.7
306,The Big Bang Theory,6,7.7
307,The Big Bang Theory,6,8.1
308,The Big Bang Theory,6,8.3
309,The Big Bang Theory,6,8.1
310,The Big Bang Theory,6,7.9
311,The Big Bang Theory,6,7.7
312,The Big Bang Theory,6,8.5
313,The Big Bang Theory,6,8.3
314,The Big Bang Theory,6,8.1
315,The Big Bang Theory,6,7.9
316,The Big Bang Theory,6,8.5
317,The Big Bang Theory,6,8.5
318,The Big Bang Theory,6,7.9
319,The Big Bang Theory,6,8.3
320,The Big Bang Theory,6,8.0
321,The Big Bang Theory,6,7.7
322,The Big Bang Theory,6,7.8
323,The Big Bang Theory,6,8.1
324,The Big Bang Theory,6,8.1
325,The Big Bang Theory,6,8.1
326,The Big Bang Theory,6,8.0
327,The Big Bang Theory,6,8.1
328,The Big Bang Theory,6,7.8
329,The Big Bang Theory,7,7.9
330,The Big Bang Theory,7,8.1
331,The Big Bang Theory,7,8.8
332,The Big Bang Theory,7,8.0
333,The Big Bang Theory,7,7.7
334,The Big Bang Theory,7,8.5
335,The Big Bang Theory,7,7.8
336,The Big Bang Theory,7,7.6
337,The Big Bang Theory,7,8.9
338,The Big Bang Theory,7,7.7
339,The Big Bang Theory,7,8.2
340,The Big Bang Theory,7,7.5
341,The Big Bang Theory,7,7.6
342,The Big Bang Theory,7,8.0
343,The Big Bang Theory,7,8.3
344,The Big Bang Theory,7,7.7
345,The Big Bang Theory,7,7.5
346,The Big Bang Theory,7,7.5
347,The Big Bang Theory,7,8.2
348,The Big Bang Theory,7,8.1
349,The Big Bang Theory,7,7.6
350,The Big Bang Theory,7,7.8
351,The Big Bang Theory,7,7.9
352,The Big Bang Theory,7,8.1
353,The Big Bang Theory,8,7.2
354,The Big Bang Theory,8,7.6
355,The Big Bang Theory,8,7.1
356,The Big Bang Theory,8,7.2
357,The Big Bang Theory,8,7.5
358,The Big Bang Theory,8,7.2
359,The Big Bang Theory,8,7.8
360,The Big Bang Theory,8,8.0
361,The Big Bang Theory,8,7.5
362,The Big Bang Theory,8,7.0
363,The Big Bang Theory,8,7.4
364,The Big Bang Theory,8,7.3
365,The Big Bang Theory,8,7.5
366,The Big Bang Theory,8,8.1
367,The Big Bang Theory,8,8.1
368,The Big Bang Theory,8,7.9
369,The Big Bang Theory,8,7.6
370,The Big Bang Theory,8,7.4
371,The Big Bang Theory,8,7.6
372,The Big Bang Theory,8,7.5
373,The Big Bang Theory,8,7.1
374,The Big Bang Theory,8,7.4
375,The Big Bang Theory,8,7.6
376,The Big Bang Theory,8,8.0
377,All in the Family,1,8.7
378,All in the Family,1,7.9
379,All in the Family,1,8.3
380,All in the Family,1,8.6
381,All in the Family,1,9.0
382,All in the Family,1,8.4
383,All in the Family,1,8.1
384,All in the Family,1,8.7
385,All in the Family,1,8.3
386,All in the Family,1,8.0
387,All in the Family,1,7.5
388,All in the Family,1,7.7
389,All in the Family,1,8.6
390,All in the Family,2,8.5
391,All in the Family,2,7.8
392,All in the Family,2,8.6
393,All in the Family,2,8.7
394,All in the Family,2,8.6
395,All in the Family,2,8.1
396,All in the Family,2,8.7
397,All in the Family,2,8.1
398,All in the Family,2,7.8
399,All in the Family,2,8.2
400,All in the Family,2,8.5
401,All in the Family,2,8.8
402,All in the Family,2,8.4
403,All in the Family,2,8.6
404,All in the Family,2,9.2
405,All in the Family,2,8.3
406,All in the Family,2,7.6
407,All in the Family,2,8.2
408,All in the Family,2,8.4
409,All in the Family,2,7.6
410,All in the Family,2,9.3
411,All in the Family,2,8.0
412,All in the Family,2,8.2
413,All in the Family,2,8.1
414,All in the Family,3,8.7
415,All in the Family,3,8.4
416,All in the Family,3,7.7
417,All in the Family,3,8.1
418,All in the Family,3,8.6
419,All in the Family,3,8.1
420,All in the Family,3,9.3
421,All in the Family,3,8.3
422,All in the Family,3,8.5
423,All in the Family,3,8.5
424,All in the Family,3,8.2
425,All in the Family,3,8.2
426,All in the Family,3,8.1
427,All in the Family,3,8.4
428,All in the Family,3,8.3
429,All in the Family,3,8.2
430,All in the Family,3,8.3
431,All in the Family,3,8.1
432,All in the Family,3,8.3
433,All in the Family,3,8.9
434,All in the Family,3,8.8
435,All in the Family,3,8.3
436,All in the Family,3,8.0
437,All in the Family,3,8.4
438,All in the Family,4,8.5
439,All in the Family,4,8.1
440,All in the Family,4,8.1
441,All in the Family,4,8.0
442,All in the Family,4,8.2
443,All in the Family,4,8.1
444,All in the Family,4,8.4
445,All in the Family,4,8.7
446,All in the Family,4,8.4
447,All in the Family,4,8.8
448,All in the Family,4,8.3
449,All in the Family,4,8.3
450,All in the Family,4,8.2
451,All in the Family,4,8.2
452,All in the Family,4,8.3
453,All in the Family,4,7.3
454,All in the Family,4,8.3
455,All in the Family,4,8.0
456,All in the Family,4,8.4
457,All in the Family,4,9.0
458,All in the Family,4,8.6
459,All in the Family,4,7.5
460,All in the Family,4,8.6
461,All in the Family,4,8.1
462,All in the Family,5,8.3
463,All in the Family,5,8.5
464,All in the Family,5,8.7
465,All in the Family,5,8.1
466,All in the Family,5,8.3
467,All in the Family,5,8.1
468,All in the Family,5,7.6
469,All in the Family,5,7.5
470,All in the Family,5,7.5
471,All in the Family,5,7.7
472,All in the Family,5,7.8
473,All in the Family,5,8.3
474,All in the Family,5,8.1
475,All in the Family,5,7.2
476,All in the Family,5,7.8
477,All in the Family,5,8.3
478,All in the Family,5,8.2
479,All in the Family,5,8.3
480,All in the Family,5,8.3
481,All in the Family,5,8.3
482,All in the Family,5,8.4
483,All in the Family,5,7.6
484,All in the Family,5,8.3
485,All in the Family,5,8.2
486,All in the Family,6,7.6
487,All in the Family,6,7.9
488,All in the Family,6,7.8
489,All in the Family,6,8.7
490,All in the Family,6,7.5
491,All in the Family,6,8.0
492,All in the Family,6,7.6
493,All in the Family,6,8.1
494,All in the Family,6,8.0
495,All in the Family,6,7.4
496,All in the Family,6,7.9
497,All in the Family,6,8.0
498,All in the Family,6,7.3
499,All in the Family,6,7.5
500,All in the Family,6,7.9
501,All in the Family,6,6.7
502,All in the Family,6,7.8
503,All in the Family,6,8.0
504,All in the Family,6,7.6
505,All in the Family,6,7.8
506,All in the Family,6,7.3
507,All in the Family,6,8.0
508,All in the Family,6,7.7
509,All in the Family,6,8.1
510,All in the Family,7,7.6
511,All in the Family,7,7.8
512,All in the Family,7,7.6
513,All in the Family,7,8.1
514,All in the Family,7,8.2
515,All in the Family,7,7.9
516,All in the Family,7,8.1
517,All in the Family,7,8.2
518,All in the Family,7,7.4
519,All in the Family,7,7.5
520,All in the Family,7,8.0
521,All in the Family,7,7.4
522,All in the Family,7,7.1
523,All in the Family,7,7.1
524,All in the Family,7,9.0
525,All in the Family,7,7.7
526,All in the Family,7,8.3
527,All in the Family,7,6.8
528,All in the Family,7,8.5
529,All in the Family,7,7.7
530,All in the Family,7,8.1
531,All in the Family,7,7.4
532,All in the Family,7,7.7
533,All in the Family,7,7.6
534,All in the Family,7,7.3
535,All in the Family,8,7.7
536,All in the Family,8,7.8
537,All in the Family,8,8.6
538,All in the Family,8,8.8
539,All in the Family,8,8.9
540,All in the Family,8,7.7
541,All in the Family,8,7.8
542,All in the Family,8,7.8
543,All in the Family,8,7.5
544,All in the Family,8,8.1
545,All in the Family,8,8.0
546,All in the Family,8,7.5
547,All in the Family,8,8.8
548,All in the Family,8,8.5
549,All in the Family,8,7.6
550,All in the Family,8,7.6
551,All in the Family,8,7.9
552,All in the Family,8,7.3
553,All in the Family,8,8.8
554,All in the Family,8,6.7
555,All in the Family,8,7.6
556,All in the Family,8,7.5
557,All in the Family,8,7.4
558,All in the Family,8,9.0
559,How I Met Your Mother,1,8.5
560,How I Met Your Mother,1,8.2
561,How I Met Your Mother,1,8.2
562,How I Met Your Mother,1,8.0
563,How I Met Your Mother,1,8.3
564,How I Met Your Mother,1,8.1
565,How I Met Your Mother,1,7.7
566,How I Met Your Mother,1,8.2
567,How I Met Your Mother,1,8.1
568,How I Met Your Mother,1,9.2
569,How I Met Your Mother,1,8.3
570,How I Met Your Mother,1,8.1
571,How I Met Your Mother,1,8.7
572,How I Met Your Mother,1,8.2
573,How I Met Your Mother,1,9.1
574,How I Met Your Mother,1,7.9
575,How I Met Your Mother,1,7.7
576,How I Met Your Mother,1,8.5
577,How I Met Your Mother,1,8.8
578,How I Met Your Mother,1,7.9
579,How I Met Your Mother,1,8.1
580,How I Met Your Mother,1,8.9
581,How I Met Your Mother,2,8.2
582,How I Met Your Mother,2,8.2
583,How I Met Your Mother,2,8.5
584,How I Met Your Mother,2,8.8
585,How I Met Your Mother,2,8.8
586,How I Met Your Mother,2,8.1
587,How I Met Your Mother,2,9.0
588,How I Met Your Mother,2,8.0
589,How I Met Your Mother,2,9.5
590,How I Met Your Mother,2,8.2
591,How I Met Your Mother,2,8.1
592,How I Met Your Mother,2,8.2
593,How I Met Your Mother,2,8.0
594,How I Met Your Mother,2,8.4
595,How I Met Your Mother,2,8.4
596,How I Met Your Mother,2,8.5
597,How I Met Your Mother,2,8.3
598,How I Met Your Mother,2,8.1
599,How I Met Your Mother,2,8.4
600,How I Met Your Mother,2,8.9
601,How I Met Your Mother,2,8.8
602,How I Met Your Mother,2,8.8
603,How I Met Your Mother,3,8.3
604,How I Met Your Mother,3,7.7
605,How I Met Your Mother,3,8.1
606,How I Met Your Mother,3,7.8
607,How I Met Your Mother,3,9.0
608,How I Met Your Mother,3,8.1
609,How I Met Your Mother,3,8.0
610,How I Met Your Mother,3,9.1
611,How I Met Your Mother,3,9.0
612,How I Met Your Mother,3,8.0
613,How I Met Your Mother,3,8.5
614,How I Met Your Mother,3,8.2
615,How I Met Your Mother,3,8.8
616,How I Met Your Mother,3,8.7
617,How I Met Your Mother,3,8.0
618,How I Met Your Mother,3,8.2
619,How I Met Your Mother,3,8.2
620,How I Met Your Mother,3,8.1
621,How I Met Your Mother,3,7.8
622,How I Met Your Mother,3,8.7
623,How I Met Your Mother,4,8.6
624,How I Met Your Mother,4,8.5
625,How I Met Your Mother,4,7.7
626,How I Met Your Mother,4,8.8
627,How I Met Your Mother,4,8.3
628,How I Met Your Mother,4,8.0
629,How I Met Your Mother,4,7.8
630,How I Met Your Mother,4,8.1
631,How I Met Your Mother,4,9.2
632,How I Met Your Mother,4,8.3
633,How I Met Your Mother,4,8.1
634,How I Met Your Mother,4,8.6
635,How I Met Your Mother,4,8.5
636,How I Met Your Mother,4,8.4
637,How I Met Your Mother,4,8.3
638,How I Met Your Mother,4,7.8
639,How I Met Your Mother,4,8.4
640,How I Met Your Mother,4,7.7
641,How I Met Your Mother,4,8.5
642,How I Met Your Mother,4,7.7
643,How I Met Your Mother,4,8.7
644,How I Met Your Mother,4,8.2
645,How I Met Your Mother,4,7.7
646,How I Met Your Mother,4,8.8
647,How I Met Your Mother,5,8.6
648,How I Met Your Mother,5,8.1
649,How I Met Your Mother,5,8.4
650,How I Met Your Mother,5,8.0
651,How I Met Your Mother,5,7.8
652,How I Met Your Mother,5,7.8
653,How I Met Your Mother,5,7.8
654,How I Met Your Mother,5,9.4
655,How I Met Your Mother,5,8.0
656,How I Met Your Mother,5,8.1
657,How I Met Your Mother,5,7.8
658,How I Met Your Mother,5,9.1
659,How I Met Your Mother,5,8.6
660,How I Met Your Mother,5,8.9
661,How I Met Your Mother,5,8.0
662,How I Met Your Mother,5,7.8
663,How I Met Your Mother,5,8.3
664,How I Met Your Mother,5,8.2
665,How I Met Your Mother,5,7.6
666,How I Met Your Mother,5,7.9
667,How I Met Your Mother,5,7.8
668,How I Met Your Mother,5,8.2
669,How I Met Your Mother,5,8.1
670,How I Met Your Mother,5,8.5
671,How I Met Your Mother,6,8.2
672,How I Met Your Mother,6,8.3
673,How I Met Your Mother,6,7.8
674,How I Met Your Mother,6,8.6
675,How I Met Your Mother,6,7.8
676,How I Met Your Mother,6,7.7
677,How I Met Your Mother,6,7.7
678,How I Met Your Mother,6,8.1
679,How I Met Your Mother,6,8.5
680,How I Met Your Mother,6,9.1
681,How I Met Your Mother,6,8.0
682,How I Met Your Mother,6,8.2
683,How I Met Your Mother,6,8.9
684,How I Met Your Mother,6,8.6
685,How I Met Your Mother,6,8.8
686,How I Met Your Mother,6,8.1
687,How I Met Your Mother,6,7.7
688,How I Met Your Mother,6,8.3
689,How I Met Your Mother,6,8.3
690,How I Met Your Mother,6,7.7
691,How I Met Your Mother,6,7.9
692,How I Met Your Mother,6,7.9
693,How I Met Your Mother,6,7.8
694,How I Met Your Mother,6,8.5
695,How I Met Your Mother,7,8.6
696,How I Met Your Mother,7,8.1
697,How I Met Your Mother,7,8.9
698,How I Met Your Mother,7,8.1
699,How I Met Your Mother,7,7.5
700,How I Met Your Mother,7,7.8
701,How I Met Your Mother,7,7.7
702,How I Met Your Mother,7,7.4
703,How I Met Your Mother,7,8.3
704,How I Met Your Mother,7,9.0
705,How I Met Your Mother,7,8.0
706,How I Met Your Mother,7,8.8
707,How I Met Your Mother,7,7.8
708,How I Met Your Mother,7,7.7
709,How I Met Your Mother,7,7.3
710,How I Met Your Mother,7,8.1
711,How I Met Your Mother,7,8.4
712,How I Met Your Mother,7,8.0
713,How I Met Your Mother,7,8.6
714,How I Met Your Mother,7,8.6
715,How I Met Your Mother,7,8.0
716,How I Met Your Mother,7,7.8
717,How I Met Your Mother,7,8.5
718,How I Met Your Mother,7,8.9
719,How I Met Your Mother,8,8.6
720,How I Met Your Mother,8,7.4
721,How I Met Your Mother,8,7.3
722,How I Met Your Mother,8,7.5
723,How I Met Your Mother,8,7.5
724,How I Met Your Mother,8,7.6
725,How I Met Your Mother,8,7.4
726,How I Met Your Mother,8,7.5
727,How I Met Your Mother,8,7.5
728,How I Met Your Mother,8,8.1
729,How I Met Your Mother,8,8.6
730,How I Met Your Mother,8,9.4
731,How I Met Your Mother,8,7.9
732,How I Met Your Mother,8,7.9
733,How I Met Your Mother,8,8.2
734,How I Met Your Mother,8,7.6
735,How I Met Your Mother,8,7.8
736,How I Met Your Mother,8,8.1
737,How I Met Your Mother,8,8.0
738,How I Met Your Mother,8,8.4
739,How I Met Your Mother,8,7.4
740,How I Met Your Mother,8,8.7
741,How I Met Your Mother,8,7.6
742,How I Met Your Mother,8,8.8
743,Frasier,1,8.6
744,Frasier,1,8.0
745,Frasier,1,8.2
746,Frasier,1,7.9
747,Frasier,1,7.9
748,Frasier,1,7.7
749,Frasier,1,7.9
750,Frasier,1,8.1
751,Frasier,1,8.0
752,Frasier,1,7.9
753,Frasier,1,7.7
754,Frasier,1,8.5
755,Frasier,1,8.0
756,Frasier,1,7.7
757,Frasier,1,7.8
758,Frasier,1,8.4
759,Frasier,1,8.6
760,Frasier,1,7.8
761,Frasier,1,8.0
762,Frasier,1,7.5
763,Frasier,1,8.8
764,Frasier,1,8.3
765,Frasier,1,8.5
766,Frasier,1,8.8
767,Frasier,2,7.8
768,Frasier,2,7.6
769,Frasier,2,9.3
770,Frasier,2,8.2
771,Frasier,2,7.7
772,Frasier,2,8.1
773,Frasier,2,8.3
774,Frasier,2,7.9
775,Frasier,2,8.1
776,Frasier,2,7.6
777,Frasier,2,8.3
778,Frasier,2,7.9
779,Frasier,2,8.3
780,Frasier,2,7.7
781,Frasier,2,7.9
782,Frasier,2,8.0
783,Frasier,2,8.9
784,Frasier,2,8.1
785,Frasier,2,8.1
786,Frasier,2,8.3
787,Frasier,2,8.9
788,Frasier,2,8.4
789,Frasier,2,9.0
790,Frasier,2,8.2
791,Frasier,3,8.1
792,Frasier,3,8.1
793,Frasier,3,7.9
794,Frasier,3,7.6
795,Frasier,3,8.0
796,Frasier,3,8.1
797,Frasier,3,8.4
798,Frasier,3,8.2
799,Frasier,3,8.0
800,Frasier,3,7.4
801,Frasier,3,7.1
802,Frasier,3,7.6
803,Frasier,3,9.2
804,Frasier,3,7.9
805,Frasier,3,8.0
806,Frasier,3,8.3
807,Frasier,3,8.5
808,Frasier,3,8.3
809,Frasier,3,7.8
810,Frasier,3,7.7
811,Frasier,3,8.0
812,Frasier,3,7.8
813,Frasier,3,8.0
814,Frasier,3,8.3
815,Frasier,4,9.1
816,Frasier,4,8.0
817,Frasier,4,8.2
818,Frasier,4,8.0
819,Frasier,4,8.3
820,Frasier,4,8.9
821,Frasier,4,8.3
822,Frasier,4,7.8
823,Frasier,4,7.9
824,Frasier,4,7.5
825,Frasier,4,8.0
826,Frasier,4,8.3
827,Frasier,4,8.3
828,Frasier,4,8.7
829,Frasier,4,8.1
830,Frasier,4,7.7
831,Frasier,4,7.8
832,Frasier,4,9.5
833,Frasier,4,8.3
834,Frasier,4,8.6
835,Frasier,4,8.6
836,Frasier,4,7.5
837,Frasier,4,7.9
838,Frasier,5,8.7
839,Frasier,5,8.4
840,Frasier,5,9.1
841,Frasier,5,7.9
842,Frasier,5,7.9
843,Frasier,5,8.2
844,Frasier,5,7.8
845,Frasier,5,7.3
846,Frasier,5,8.7
847,Frasier,5,7.7
848,Frasier,5,7.6
849,Frasier,5,7.9
850,Frasier,5,8.2
851,Frasier,5,9.6
852,Frasier,5,8.9
853,Frasier,5,7.5
854,Frasier,5,8.1
855,Frasier,5,7.7
856,Frasier,5,7.4
857,Frasier,5,8.7
858,Frasier,5,8.5
859,Frasier,5,8.3
860,Frasier,5,7.6
861,Frasier,5,7.7
862,Frasier,6,7.8
863,Frasier,6,7.6
864,Frasier,6,8.7
865,Frasier,6,7.6
866,Frasier,6,7.4
867,Frasier,6,7.7
868,Frasier,6,8.2
869,Frasier,6,8.3
870,Frasier,6,7.4
871,Frasier,6,8.7
872,Frasier,6,7.9
873,Frasier,6,7.6
874,Frasier,6,7.3
875,Frasier,6,9.0
876,Frasier,6,8.3
877,Frasier,6,8.5
878,Frasier,6,8.3
879,Frasier,6,8.0
880,Frasier,6,8.1
881,Frasier,6,8.1
882,Frasier,6,8.1
883,Frasier,6,8.4
884,Frasier,6,8.1
885,Frasier,6,8.5
886,Frasier,7,8.1
887,Frasier,7,7.7
888,Frasier,7,8.0
889,Frasier,7,7.6
890,Frasier,7,7.6
891,Frasier,7,7.7
892,Frasier,7,8.4
893,Frasier,7,7.9
894,Frasier,7,7.9
895,Frasier,7,8.8
896,Frasier,7,8.3
897,Frasier,7,8.3
898,Frasier,7,8.2
899,Frasier,7,7.6
900,Frasier,7,9.1
901,Frasier,7,7.7
902,Frasier,7,7.9
903,Frasier,7,7.7
904,Frasier,7,7.6
905,Frasier,7,8.3
906,Frasier,7,7.7
907,Frasier,7,8.5
908,Frasier,7,8.7
909,Frasier,7,9.1
910,Frasier,8,8.2
911,Frasier,8,8.4
912,Frasier,8,7.5
913,Frasier,8,7.4
914,Frasier,8,8.6
915,Frasier,8,7.4
916,Frasier,8,7.6
917,Frasier,8,7.0
918,Frasier,8,8.0
919,Frasier,8,7.3
920,Frasier,8,7.7
921,Frasier,8,8.3
922,Frasier,8,7.9
923,Frasier,8,8.3
924,Frasier,8,8.3
925,Frasier,8,7.4
926,Frasier,8,7.3
927,Frasier,8,7.5
928,Frasier,8,8.4
929,Frasier,8,7.6
930,Frasier,8,7.4
931,Frasier,8,7.7
932,Frasier,8,7.4
933,Frasier,8,7.7
934,MASH,1,7.9
935,MASH,1,8.1
936,MASH,1,7.5
937,MASH,1,8.1
938,MASH,1,7.6
939,MASH,1,8.2
940,MASH,1,7.8
941,MASH,1,7.6
942,MASH,1,7.9
943,MASH,1,7.8
944,MASH,1,8.0
945,MASH,1,8.3
946,MASH,1,7.2
947,MASH,1,7.4
948,MASH,1,9.0
949,MASH,1,8.1
950,MASH,1,8.8
951,MASH,1,8.2
952,MASH,1,8.4
953,MASH,1,8.4
954,MASH,1,7.8
955,MASH,1,7.7
956,MASH,1,7.6
957,MASH,1,7.2
958,MASH,2,8.1
959,MASH,2,8.7
960,MASH,2,8.0
961,MASH,2,7.9
962,MASH,2,7.8
963,MASH,2,7.7
964,MASH,2,7.6
965,MASH,2,8.6
966,MASH,2,8.1
967,MASH,2,8.2
968,MASH,2,8.4
969,MASH,2,8.2
970,MASH,2,8.8
971,MASH,2,7.9
972,MASH,2,7.9
973,MASH,2,7.6
974,MASH,2,8.2
975,MASH,2,7.6
976,MASH,2,7.8
977,MASH,2,7.9
978,MASH,2,8.7
979,MASH,2,7.9
980,MASH,2,8.1
981,MASH,2,8.4
982,MASH,3,8.6
983,MASH,3,8.4
984,MASH,3,8.1
985,MASH,3,8.1
986,MASH,3,8.3
987,MASH,3,8.1
988,MASH,3,7.7
989,MASH,3,7.6
990,MASH,3,7.9
991,MASH,3,7.8
992,MASH,3,8.8
993,MASH,3,8.2
994,MASH,3,7.8
995,MASH,3,8.3
996,MASH,3,8.1
997,MASH,3,7.6
998,MASH,3,7.9
999,MASH,3,8.1
1000,MASH,3,8.5
1001,MASH,3,7.3
1002,MASH,3,8.2
1003,MASH,3,7.8
1004,MASH,3,8.0
1005,MASH,3,9.5
1006,MASH,4,8.8
1007,MASH,4,8.6
1008,MASH,4,7.9
1009,MASH,4,8.4
1010,MASH,4,7.6
1011,MASH,4,8.3
1012,MASH,4,8.4
1013,MASH,4,7.7
1014,MASH,4,8.2
1015,MASH,4,7.6
1016,MASH,4,7.3
1017,MASH,4,7.9
1018,MASH,4,7.7
1019,MASH,4,8.1
1020,MASH,4,7.9
1021,MASH,4,7.8
1022,MASH,4,8.1
1023,MASH,4,7.2
1024,MASH,4,7.7
1025,MASH,4,8.2
1026,MASH,4,7.6
1027,MASH,4,7.4
1028,MASH,4,8.2
1029,MASH,4,8.5
1030,MASH,5,8.4
1031,MASH,5,8.1
1032,MASH,5,8.0
1033,MASH,5,7.5
1034,MASH,5,7.9
1035,MASH,5,8.1
1036,MASH,5,8.7
1037,MASH,5,8.0
1038,MASH,5,8.0
1039,MASH,5,8.0
1040,MASH,5,7.7
1041,MASH,5,7.1
1042,MASH,5,7.6
1043,MASH,5,7.7
1044,MASH,5,7.8
1045,MASH,5,7.5
1046,MASH,5,7.7
1047,MASH,5,7.1
1048,MASH,5,7.5
1049,MASH,5,7.6
1050,MASH,5,8.6
1051,MASH,5,7.4
